GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_004028015.1	8252698	GCF_004028015.1	8256178	
GCA_000069185.1	353848	GCF_000069185.1	87788	
GCA_000497265.2	1505198	GCF_000497265.2	1507108	
GCA_003609715.1	7517438	GCF_003609715.1	7535068	
GCA_001677215.1	3326798	GCF_001677215.1	3327308	
GCA_001610675.1	3159858	GCF_001610675.1	3178078	
GCA_001606215.1	3155398	GCF_001606215.1	3174018	
GCA_001610615.1	3159798	GCF_001610615.1	3178138	
GCA_001677195.1	3326778	GCF_001677195.1	3327068	
GCA_001606315.1	3155498	GCF_001606315.1	3173418	
GCA_001677155.1	3326738	GCF_001677155.1	3327208	
GCA_014843195.1	22453408	GCF_014843195.1	22469448	
GCA_001430775.1	2570748	GCF_001430775.1	2607258	
GCA_001606275.1	3155458	GCF_001606275.1	3173628	
GCA_001606335.1	3155518	GCF_001606335.1	3174138	
GCA_004027995.1	8252678	GCF_004027995.1	8256218	
GCA_001606295.1	3155478	GCF_001606295.1	3173858	
GCA_003586385.1	7478068	GCF_003586385.1	7496618	
GCA_001606255.1	3155438	GCF_001606255.1	3173678	
GCA_010731915.1	16878748	GCF_010731915.1	17319738	
GCA_001610635.1	3159818	GCF_001610635.1	3177998	
GCA_014843135.1	22453348	GCF_014843135.1	22469068	
GCA_014843175.1	22453388	GCF_014843175.1	22469408	
GCA_001677095.1	3326678	GCF_001677095.1	3327048	
GCA_014843215.1	22453428	GCF_014843215.1	22469788	
GCA_014843235.1	22453448	GCF_014843235.1	22472878	
GCA_003076875.1	6432658	GCF_003076875.1	6450898	
GCA_003076855.1	6432638	GCF_003076855.1	6450818	
GCA_001606235.1	3155418	GCF_001606235.1	3174908	
GCA_001677175.1	3326758	GCF_001677175.1	3327228	
GCA_020735505.1	29943078	GCF_020735505.1	29959978	
GCA_001606195.1	3155378	GCF_001606195.1	3174778	
GCA_014843155.1	22453368	GCF_014843155.1	22468668	
GCA_003076795.1	6432578	GCF_003076795.1	6450938	
GCA_001610655.1	3159838	GCF_001610655.1	3177858	
GCA_017189435.1	25356048	GCF_017189435.1	25446988	
GCA_017190795.1	25357988	GCF_017190795.1	25447008	
GCA_017189415.1	25356028	GCF_017189415.1	25445848	
GCA_017190875.1	25358048	GCF_017190875.1	25445868	
GCA_017190595.1	25357808	GCF_017190595.1	25442908	
GCA_017183555.1	25349388	GCF_017183555.1	25444828	
GCA_017183935.1	25349768	GCF_017183935.1	25442688	
GCA_017183955.1	25349788	GCF_017183955.1	25444948	
GCA_017189395.1	25355968	GCF_017189395.1	25442888	
GCA_017183875.1	25349708	GCF_017183875.1	25445768	
GCA_017183895.1	25349728	GCF_017183895.1	25445808	
GCA_017189375.1	25355948	GCF_017189375.1	25446968	
GCA_017190535.1	25357728	GCF_017190535.1	25440288	
GCA_017183975.1	25349808	GCF_017183975.1	25444968	
GCA_017183655.1	25349488	GCF_017183655.1	25444848	
GCA_017183835.1	25349668	GCF_017183835.1	25442528	
GCA_017183735.1	25349588	GCF_017183735.1	25444888	
GCA_017190695.1	25357908	GCF_017190695.1	25442968	
GCA_017183775.1	25349608	GCF_017183775.1	25445688	
GCA_017189355.1	25355928	GCF_017189355.1	25445828	
GCA_020735425.1	29942958	GCF_020735425.1	29959338	
GCA_020735345.1	29942858	GCF_020735345.1	29959638	
GCA_017183795.1	25349628	GCF_017183795.1	25445748	
GCA_021251405.1	30669098	GCF_021251405.1	30695438	
GCA_002140035.1	4476948	GCF_002140035.1	4518708	
GCA_017183815.1	25349648	GCF_017183815.1	25446908	
GCA_004209815.1	8546218	GCF_004209815.1	8562738	
GCA_004209835.1	8546238	GCF_004209835.1	8559018	
GCA_020735485.1	29943038	GCF_020735485.1	29959318	
GCA_017183855.1	25349688	GCF_017183855.1	25444928	
GCA_017183915.1	25349748	GCF_017183915.1	25444868	
GCA_001050395.1	1861278	GCF_001050395.1	2030508	
GCA_000445035.1	753688	GCF_000445035.1	753708	
GCA_000277775.2	1136338	GCF_000277775.2	1177098	
GCA_012273395.1	18658928	GCF_012273395.1	19792618	
GCA_003076835.1	6432618	GCF_003076835.1	6450878	
GCA_003076815.1	6432598	GCF_003076815.1	6450838	
GCA_020229575.1	29227508	GCF_020229575.1	29336328	
GCA_020227595.1	29225398	GCF_020227595.1	29339068	
GCA_005222645.1	9825918	GCF_005222645.1	15689798	
GCA_900453225.1	6997128	GCF_900453225.1	7023878	
GCA_001942505.1	3962478	GCF_001942505.1	3979098	
GCA_002086375.1	4354568	GCF_002086375.1	4358478	
GCA_001792625.1	3548908	GCF_001792625.1	3569858	
GCA_000270665.1	389658	GCF_000270665.1	490108	
GCA_000239055.2	324068	GCF_000239055.1	324088	
GCA_006409125.1	11415468	GCF_006409125.1	11548568	
GCA_002086525.1	4354718	GCF_002086525.1	4358498	
GCA_002013835.1	4169978	GCF_002013835.1	4181188	
GCA_001792615.1	3548928	GCF_001792615.1	3572098	
GCA_000239035.2	334848	GCF_000239035.1	473008	
GCA_015023905.1	22682158	GCF_015023905.1	22792388	
GCA_015023775.1	22682018	GCF_015023775.1	22792428	
GCA_015023695.1	22681938	GCF_015023695.1	22792248	
GCA_015024075.1	22682318	GCF_015024075.1	22792188	
GCA_015023615.1	22681898	GCF_015023615.1	22792548	
GCA_015024035.1	22682298	GCF_015024035.1	22792468	
GCA_015023765.1	22681998	GCF_015023765.1	22792148	
GCA_015024045.1	22682278	GCF_015024045.1	22792128	
GCA_015023875.1	22682118	GCF_015023875.1	22792568	
GCA_015024015.1	22682258	GCF_015024015.1	22792408	
GCA_015023835.1	22682078	GCF_015023835.1	22792108	
GCA_015023975.1	22682218	GCF_015023975.1	22792448	
GCA_015023895.1	22682138	GCF_015023895.1	22791948	
GCA_015023995.1	22682238	GCF_015023995.1	22792288	
GCA_015023755.1	22682038	GCF_015023755.1	22792268	
GCA_003583035.1	7473518	GCF_003583035.1	7486988	
GCA_015023625.1	22681918	GCF_015023625.1	22792228	
GCA_015023595.1	22681838	GCF_015023595.1	22792208	
GCA_012845855.1	19266108	GCF_012845855.1	19474058	
GCA_015024085.1	22682338	GCF_015024085.1	22792308	
GCA_003582005.1	7472438	GCF_003582005.1	7487968	
GCA_015023715.1	22681978	GCF_015023715.1	22792088	
GCA_003583005.1	7473478	GCF_003583005.1	7488568	
GCA_002142845.1	4479858	GCF_002142845.1	4517668	
GCA_003582325.1	7472758	GCF_003582325.1	7488088	
GCA_003071825.1	6410938	GCF_003071825.1	6426498	
GCA_003071905.1	6411018	GCF_003071905.1	6426958	
GCA_003072265.1	6411398	GCF_003072265.1	6427458	
GCA_015023815.1	22682058	GCF_015023815.1	22792368	
GCA_015024115.1	22682358	GCF_015024115.1	22792328	
GCA_003071785.1	6410908	GCF_003071785.1	6427998	
GCA_003582375.1	7472798	GCF_003582375.1	7489228	
GCA_003072405.1	6411548	GCF_003072405.1	6427378	
GCA_003582745.1	7473178	GCF_003582745.1	7482708	
GCA_003072145.1	6411308	GCF_003072145.1	6427978	
GCA_003582175.1	7472618	GCF_003582175.1	7489088	
GCA_003582945.1	7473418	GCF_003582945.1	7489188	
GCA_015023935.1	22682178	GCF_015023935.1	22792508	
GCA_003582265.1	7472698	GCF_003582265.1	7489248	
GCA_003582165.1	7472608	GCF_003582165.1	7488348	
GCA_015023925.1	22682198	GCF_015023925.1	22792488	
GCA_003581785.1	7472218	GCF_003581785.1	7488728	
GCA_003071865.1	6410978	GCF_003071865.1	6427158	
GCA_003071925.1	6411088	GCF_003071925.1	6426458	
GCA_003071705.1	6410818	GCF_003071705.1	6426998	
GCA_015023725.1	22681968	GCF_015023725.1	22792348	
GCA_003582475.1	7472898	GCF_003582475.1	7489208	
GCA_003071695.1	6410838	GCF_003071695.1	6426538	
GCA_003582765.1	7473198	GCF_003582765.1	7489108	
GCA_003071845.1	6410958	GCF_003071845.1	6427958	
GCA_003072425.1	6411558	GCF_003072425.1	6426398	
GCA_003582345.1	7472778	GCF_003582345.1	7487948	
GCA_003581985.1	7472418	GCF_003581985.1	7488528	
GCA_024390245.1	34847478	GCF_024390245.1	34955628	
GCA_015023845.1	22682098	GCF_015023845.1	22792168	
GCA_003581675.1	7472108	GCF_003581675.1	7488068	
GCA_003582845.1	7473288	GCF_003582845.1	7488988	
GCA_003581895.1	7472338	GCF_003581895.1	7488028	
GCA_025657435.1	36631278	GCF_025657435.1	36658808	
GCA_025657455.1	36631298	GCF_025657455.1	36659748	
GCA_025657495.1	36631338	GCF_025657495.1	36659088	
GCA_025657535.1	36631378	GCF_025657535.1	36658748	
GCA_025657555.1	36631398	GCF_025657555.1	36659688	
GCA_025657595.1	36631438	GCF_025657595.1	36659288	
GCA_025657635.1	36631478	GCF_025657635.1	36658968	
GCA_025657655.1	36631498	GCF_025657655.1	36658688	
GCA_025657675.1	36631518	GCF_025657675.1	36659508	
GCA_025657715.1	36631568	GCF_025657715.1	36659448	
GCA_025657725.1	36631578	GCF_025657725.1	36658988	
GCA_003581845.1	7472278	GCF_003581845.1	7488748	
GCA_003072205.1	6411338	GCF_003072205.1	6426778	
GCA_003072155.1	6411298	GCF_003072155.1	6427538	
GCA_003071935.1	6411058	GCF_003071935.1	6427918	
GCA_003582525.1	7472938	GCF_003582525.1	7489508	
GCA_003582605.1	7473038	GCF_003582605.1	7488428	
GCA_001213305.1	2059218	GCF_001213305.1	2246028	
GCA_003071975.1	6411098	GCF_003071975.1	6427558	
GCA_001214105.1	2060018	GCF_001214105.1	2246388	
GCA_003581885.1	7472328	GCF_003581885.1	7488688	
GCA_003582435.1	7472858	GCF_003582435.1	7487568	
GCA_002142915.1	4479908	GCF_002142915.1	4518028	
GCA_003583065.1	7473538	GCF_003583065.1	7488788	
GCA_000523895.1	897358	GCF_000523895.1	1354468	
GCA_003581725.1	7472158	GCF_003581725.1	7488548	
GCA_003068665.1	6398698	GCF_003068665.1	6412478	
GCA_003582895.1	7473358	GCF_003582895.1	7487368	
GCA_003582785.1	7473218	GCF_003582785.1	7488188	
GCA_003580125.1	7470518	GCF_003580125.1	7487248	
GCA_003071805.1	6410918	GCF_003071805.1	6426978	
GCA_003072365.1	6411508	GCF_003072365.1	6426438	
GCA_003582905.1	7473348	GCF_003582905.1	7488868	
GCA_025657475.1	36631318	GCF_025657475.1	36659488	
GCA_025657515.1	36631358	GCF_025657515.1	36659168	
GCA_025657575.1	36631418	GCF_025657575.1	36659468	
GCA_025657615.1	36631458	GCF_025657615.1	36659268	
GCA_025657695.1	36631538	GCF_025657695.1	36659348	
GCA_013140085.1	19667838	GCF_013140085.1	19684468	
GCA_003581765.1	7472198	GCF_003581765.1	7489468	
GCA_001213845.1	2059758	GCF_001213845.1	2244388	
GCA_024390155.1	34847398	GCF_024390155.1	34956168	
GCA_003072165.1	6411318	GCF_003072165.1	6426938	
GCA_003580165.1	7470558	GCF_003580165.1	7486828	
GCA_003582115.1	7472548	GCF_003582115.1	7489268	
GCA_024389955.1	34847188	GCF_024389955.1	34955968	
GCA_002142865.1	4479878	GCF_002142865.1	4518168	
GCA_003072325.1	6411468	GCF_003072325.1	6427078	
GCA_003582405.1	7472838	GCF_003582405.1	7489548	
GCA_024389945.1	34847198	GCF_024389945.1	34956288	
GCA_024390805.1	34848058	GCF_024390805.1	34955408	
GCA_003581945.1	7472358	GCF_003581945.1	7488488	
GCA_003582965.1	7473438	GCF_003582965.1	7488848	
GCA_024389645.1	34846918	GCF_024389645.1	34957088	
GCA_024389725.1	34846998	GCF_024389725.1	34955808	
GCA_001216165.1	2062078	GCF_001216165.1	2293958	
GCA_001212965.1	2058878	GCF_001212965.1	2244968	
GCA_024390635.1	34847908	GCF_024390635.1	34957548	
GCA_001212905.1	2058818	GCF_001212905.1	2244528	
GCA_001217225.1	2063138	GCF_001217225.1	2246188	
GCA_024390385.1	34847638	GCF_024390385.1	34955888	
GCA_024390125.1	34847358	GCF_024390125.1	34955608	
GCA_024390185.1	34847428	GCF_024390185.1	34955708	
GCA_024390065.1	34847298	GCF_024390065.1	34956228	
GCA_001213985.1	2059898	GCF_001213985.1	2245748	
GCA_001214065.1	2059978	GCF_001214065.1	2244068	
GCA_001216805.1	2062718	GCF_001216805.1	2246928	
GCA_001213445.1	2059358	GCF_001213445.1	2243988	
GCA_003071685.1	6410828	GCF_003071685.1	6427238	
GCA_024390365.1	34847618	GCF_024390365.1	34955928	
GCA_024389875.1	34847138	GCF_024389875.1	34959628	
GCA_001216045.1	2061958	GCF_001216045.1	2246728	
GCA_001216825.1	2062738	GCF_001216825.1	2246088	
GCA_001215485.1	2061398	GCF_001215485.1	2244488	
GCA_003071765.1	6410878	GCF_003071765.1	6427198	
GCA_001217485.1	2063398	GCF_001217485.1	2243848	
GCA_003072345.1	6411478	GCF_003072345.1	6427858	
GCA_024389745.1	34846988	GCF_024389745.1	34956488	
GCA_001216965.1	2062878	GCF_001216965.1	2247448	
GCA_020275575.1	29278188	GCF_020275575.1	29351088	
GCA_001213665.1	2059578	GCF_001213665.1	2245288	
GCA_001214225.1	2060138	GCF_001214225.1	2243348	
GCA_001213825.1	2059738	GCF_001213825.1	2244768	
GCA_003581665.1	7472118	GCF_003581665.1	7488908	
GCA_003071745.1	6410858	GCF_003071745.1	6427838	
GCA_002142765.1	4479788	GCF_002142765.1	4518188	
GCA_002142855.1	4479888	GCF_002142855.1	4518288	
GCA_002142835.1	4479868	GCF_002142835.1	4518148	
GCA_024390725.1	34847988	GCF_024390725.1	34955328	
GCA_001213405.1	2059318	GCF_001213405.1	2246108	
GCA_001215605.1	2061518	GCF_001215605.1	2245268	
GCA_001216685.1	2062598	GCF_001216685.1	2243768	
GCA_001213365.1	2059278	GCF_001213365.1	2245088	
GCA_001214945.1	2060858	GCF_001214945.1	2243488	
GCA_001214285.1	2060198	GCF_001214285.1	2245468	
GCA_001216245.1	2062158	GCF_001216245.1	2246848	
GCA_003582625.1	7473058	GCF_003582625.1	7487548	
GCA_003072285.1	6411438	GCF_003072285.1	6426738	
GCA_001214805.1	2060718	GCF_001214805.1	2245668	
GCA_024390265.1	34847518	GCF_024390265.1	34955988	
GCA_001217165.1	2063078	GCF_001217165.1	2247168	
GCA_024389925.1	34847158	GCF_024389925.1	34956528	
GCA_001216525.1	2062438	GCF_001216525.1	2245948	
GCA_001214525.1	2060438	GCF_001214525.1	2246628	
GCA_001215465.1	2061378	GCF_001215465.1	2243908	
GCA_003582825.1	7473258	GCF_003582825.1	7487408	
GCA_024390775.1	34848018	GCF_024390775.1	34955368	
GCA_024390765.1	34848038	GCF_024390765.1	34957048	
GCA_001213205.1	2059118	GCF_001213205.1	2244628	
GCA_001216865.1	2062778	GCF_001216865.1	2247088	
GCA_001214845.1	2060758	GCF_001214845.1	2243468	
GCA_001214505.1	2060418	GCF_001214505.1	2246588	
GCA_001214005.1	2059918	GCF_001214005.1	2246908	
GCA_001214725.1	2060638	GCF_001214725.1	2246788	
GCA_001214885.1	2060798	GCF_001214885.1	2244988	
GCA_001214645.1	2060558	GCF_001214645.1	2243448	
GCA_001215225.1	2061138	GCF_001215225.1	2246428	
GCA_001217125.1	2063038	GCF_001217125.1	2246168	
GCA_003072225.1	6411368	GCF_003072225.1	6426898	
GCA_001214045.1	2059958	GCF_001214045.1	2244048	
GCA_001213565.1	2059478	GCF_001213565.1	2245188	
GCA_024389705.1	34846938	GCF_024389705.1	34956968	
GCA_001215305.1	2061218	GCF_001215305.1	2245248	
GCA_003072295.1	6411448	GCF_003072295.1	6427418	
GCA_024390145.1	34847388	GCF_024390145.1	34955788	
GCA_001216625.1	2062538	GCF_001216625.1	2245988	
GCA_001215045.1	2060958	GCF_001215045.1	2243508	
GCA_024390085.1	34847318	GCF_024390085.1	34956728	
GCA_001215645.1	2061558	GCF_001215645.1	2243628	
GCA_024389665.1	34846908	GCF_024389665.1	34956188	
GCA_024390045.1	34847278	GCF_024390045.1	34955728	
GCA_001216005.1	2061918	GCF_001216005.1	2245628	
GCA_001215285.1	2061198	GCF_001215285.1	2294598	
GCA_003071885.1	6410998	GCF_003071885.1	6427598	
GCA_003582075.1	7472498	GCF_003582075.1	7489388	
GCA_003582105.1	7472558	GCF_003582105.1	7488408	
GCA_024390025.1	34847258	GCF_024390025.1	34956868	
GCA_003583025.1	7473508	GCF_003583025.1	7489768	
GCA_001213745.1	2059658	GCF_001213745.1	2244028	
GCA_024390685.1	34847938	GCF_024390685.1	34957108	
GCA_001217065.1	2062978	GCF_001217065.1	2247468	
GCA_001216325.1	2062238	GCF_001216325.1	2245878	
GCA_024390225.1	34847458	GCF_024390225.1	34955668	
GCA_001214165.1	2060078	GCF_001214165.1	2244088	
GCA_001217285.1	2063198	GCF_001217285.1	2243828	
GCA_001216025.1	2061938	GCF_001216025.1	2245728	
GCA_003582225.1	7472668	GCF_003582225.1	7489048	
GCA_001213165.1	2059078	GCF_001213165.1	2245048	
GCA_024390465.1	34847718	GCF_024390465.1	34956768	
GCA_024390825.1	34848078	GCF_024390825.1	34957408	
GCA_001215025.1	2060938	GCF_001215025.1	2246368	
GCA_001216725.1	2062638	GCF_001216725.1	2246048	
GCA_001212845.1	2058758	GCF_001212845.1	2247548	
GCA_024390585.1	34847838	GCF_024390585.1	34955308	
GCA_001214685.1	2060598	GCF_001214685.1	2245608	
GCA_024390985.1	34848248	GCF_024390985.1	34957228	
GCA_001216365.1	2062278	GCF_001216365.1	2243708	
GCA_024390295.1	34847558	GCF_024390295.1	34955548	
GCA_001216665.1	2062578	GCF_001216665.1	2243748	
GCA_001216265.1	2062178	GCF_001216265.1	2243688	
GCA_024390485.1	34847738	GCF_024390485.1	34956888	
GCA_024390875.1	34848128	GCF_024390875.1	34959208	
GCA_003072235.1	6411378	GCF_003072235.1	6427878	
GCA_003582235.1	7472678	GCF_003582235.1	7488008	
GCA_003582205.1	7472638	GCF_003582205.1	7489628	
GCA_001217405.1	2063318	GCF_001217405.1	2247008	
GCA_001216305.1	2062218	GCF_001216305.1	2244348	
GCA_024389985.1	34847238	GCF_024389985.1	34956748	
GCA_024390645.1	34847918	GCF_024390645.1	34955388	
GCA_024390195.1	34847438	GCF_024390195.1	34955868	
GCA_024390105.1	34847338	GCF_024390105.1	34956928	
GCA_001214405.1	2060318	GCF_001214405.1	2246528	
GCA_001215945.1	2061858	GCF_001215945.1	2246708	
GCA_003581805.1	7472238	GCF_003581805.1	7489748	
GCA_024389735.1	34847018	GCF_024389735.1	34955848	
GCA_001215245.1	2061158	GCF_001215245.1	2243548	
GCA_001215965.1	2061878	GCF_001215965.1	2243648	
GCA_001213225.1	2059138	GCF_001213225.1	2244648	
GCA_001216225.1	2062138	GCF_001216225.1	2245828	
GCA_001215385.1	2061298	GCF_001215385.1	2244468	
GCA_001214305.1	2060218	GCF_001214305.1	2246488	
GCA_001215905.1	2061818	GCF_001215905.1	2245588	
GCA_003581705.1	7472138	GCF_003581705.1	7489808	
GCA_024390735.1	34847998	GCF_024390735.1	34957248	
GCA_001213425.1	2059338	GCF_001213425.1	2244688	
GCA_024390545.1	34847798	GCF_024390545.1	34955688	
GCA_003582285.1	7472718	GCF_003582285.1	7488968	
GCA_003582575.1	7473008	GCF_003582575.1	7487508	
GCA_024390705.1	34847958	GCF_024390705.1	34957448	
GCA_003072385.1	6411518	GCF_003072385.1	6427138	
GCA_001217105.1	2063018	GCF_001217105.1	2246968	
GCA_001215325.1	2061238	GCF_001215325.1	2246468	
GCA_003583085.1	7473558	GCF_003583085.1	7487288	
GCA_001213605.1	2059518	GCF_001213605.1	2246208	
GCA_013140075.1	19667808	GCF_013140075.1	19684348	
GCA_001215845.1	2061758	GCF_001215845.1	2246648	
GCA_024390855.1	34848148	GCF_024390855.1	34955288	
GCA_001214345.1	2060258	GCF_001214345.1	2243408	
GCA_001214265.1	2060178	GCF_001214265.1	2244108	
GCA_001215445.1	2061358	GCF_001215445.1	2243888	
GCA_001216925.1	2062838	GCF_001216925.1	2246288	
GCA_002142785.1	4479808	GCF_002142785.1	4518108	
GCA_001214625.1	2060538	GCF_001214625.1	2246748	
GCA_002142755.1	4479758	GCF_002142755.1	4518008	
GCA_001213885.1	2059798	GCF_001213885.1	2245688	
GCA_024390405.1	34847658	GCF_024390405.1	34956208	
GCA_001213685.1	2059598	GCF_001213685.1	2245348	
GCA_001216405.1	2062318	GCF_001216405.1	2244368	
GCA_001214185.1	2060098	GCF_001214185.1	2245448	
GCA_001214085.1	2059998	GCF_001214085.1	2245428	
GCA_001213965.1	2059878	GCF_001213965.1	2294578	
GCA_001213505.1	2059418	GCF_001213505.1	2246148	
GCA_024390525.1	34847778	GCF_024390525.1	34955228	
GCA_001213785.1	2059698	GCF_001213785.1	2245388	
GCA_001212985.1	2058898	GCF_001212985.1	2245848	
GCA_001213705.1	2059618	GCF_001213705.1	2246268	
GCA_001212885.1	2058798	GCF_001212885.1	2245788	
GCA_001216145.1	2062058	GCF_001216145.1	2246808	
GCA_003582855.1	7473298	GCF_003582855.1	7488948	
GCA_024389995.1	34847228	GCF_024389995.1	34956708	
GCA_900453325.1	6756308	GCF_900453325.1	6856138	
GCA_024389865.1	34847108	GCF_024389865.1	34955768	
GCA_001213385.1	2059298	GCF_001213385.1	2246068	
GCA_004010025.1	8215858	GCF_004010025.1	8229828	
GCA_024390325.1	34847588	GCF_024390325.1	34955748	
GCA_001215165.1	2061078	GCF_001215165.1	2244268	
GCA_003582445.1	7472878	GCF_003582445.1	7487848	
GCA_001215345.1	2061258	GCF_001215345.1	2243568	
GCA_024390925.1	34848178	GCF_024390925.1	34957188	
GCA_024389755.1	34847008	GCF_024389755.1	34956148	
GCA_001213465.1	2059378	GCF_001213465.1	2245128	
GCA_001214825.1	2060738	GCF_001214825.1	2246828	
GCA_001216065.1	2061978	GCF_001216065.1	2243668	
GCA_001187745.1	2030938	GCF_001187745.1	2215668	
GCA_001213945.1	2059858	GCF_001213945.1	2244448	
GCA_024390425.1	34847678	GCF_024390425.1	34956828	
GCA_001213725.1	2059638	GCF_001213725.1	2294118	
GCA_001215565.1	2061478	GCF_001215565.1	2243608	
GCA_001217525.1	2063438	GCF_001217525.1	2247068	
GCA_024390315.1	34847598	GCF_024390315.1	34959308	
GCA_024390625.1	34847898	GCF_024390625.1	34957268	
GCA_001215065.1	2060978	GCF_001215065.1	2244228	
GCA_001217145.1	2063058	GCF_001217145.1	2247148	
GCA_024390605.1	34847858	GCF_024390605.1	34957148	
GCA_024389805.1	34847038	GCF_024389805.1	34956428	
GCA_003582655.1	7473098	GCF_003582655.1	7489148	
GCA_001350895.1	2432008	GCF_001350895.1	2674308	
GCA_001215745.1	2061658	GCF_001215745.1	2246548	
GCA_001214025.1	2059938	GCF_001214025.1	2244728	
GCA_003582715.1	7473148	GCF_003582715.1	7489068	
GCA_020275565.1	29278178	GCF_020275565.1	29350348	
GCA_024390945.1	34848208	GCF_024390945.1	34957588	
GCA_001214925.1	2060838	GCF_001214925.1	2246348	
GCA_902143535.1	12909708	GCF_902143535.1	13036118	
GCA_001214465.1	2060378	GCF_001214465.1	2244148	
GCA_001217005.1	2062918	GCF_001217005.1	2247188	
GCA_003582685.1	7473118	GCF_003582685.1	7488248	
GCA_001213285.1	2059198	GCF_001213285.1	2245968	
GCA_024390845.1	34848108	GCF_024390845.1	34957308	
GCA_001213145.1	2059058	GCF_001213145.1	2243948	
GCA_003582705.1	7473158	GCF_003582705.1	7487468	
GCA_000611935.1	996238	GCF_000611935.1	1084528	
GCA_003582485.1	7472918	GCF_003582485.1	7488288	
GCA_003581935.1	7472388	GCF_003581935.1	7487708	
GCA_001213185.1	2059098	GCF_001213185.1	2245928	
GCA_003582885.1	7473378	GCF_003582885.1	7488628	
GCA_001214205.1	2060118	GCF_001214205.1	2246448	
GCA_001213545.1	2059458	GCF_001213545.1	2244008	
GCA_024389635.1	34846898	GCF_024389635.1	34956028	
GCA_024390565.1	34847818	GCF_024390565.1	34956048	
GCA_001214585.1	2060498	GCF_001214585.1	2245548	
GCA_001212805.1	2058718	GCF_001212805.1	2244508	
GCA_001215005.1	2060918	GCF_001215005.1	2245148	
GCA_001212865.1	2058778	GCF_001212865.1	2244928	
GCA_001215265.1	2061178	GCF_001215265.1	2244308	
GCA_001217465.1	2063378	GCF_001217465.1	2247248	
GCA_024390505.1	34847758	GCF_024390505.1	34955348	
GCA_001214125.1	2060038	GCF_001214125.1	2244748	
GCA_001217325.1	2063238	GCF_001217325.1	2246248	
GCA_003582645.1	7473088	GCF_003582645.1	7489128	
GCA_002142775.1	4479798	GCF_002142775.1	4519348	
GCA_001217185.1	2063098	GCF_001217185.1	2243808	
GCA_001215625.1	2061538	GCF_001215625.1	2246508	
GCA_001217365.1	2063278	GCF_001217365.1	2247228	
GCA_001212945.1	2058858	GCF_001212945.1	2247568	
GCA_001213245.1	2059158	GCF_001213245.1	2243968	
GCA_001216905.1	2062818	GCF_001216905.1	2247128	
GCA_001214145.1	2060058	GCF_001214145.1	2293938	
GCA_003581865.1	7472298	GCF_003581865.1	7489428	
GCA_001213865.1	2059778	GCF_001213865.1	2244428	
GCA_001214445.1	2060358	GCF_001214445.1	2243428	
GCA_001216185.1	2062098	GCF_001216185.1	2244328	
GCA_003582545.1	7472978	GCF_003582545.1	7487788	
GCA_001212825.1	2058738	GCF_001212825.1	2247508	
GCA_001213805.1	2059718	GCF_001213805.1	2246328	
GCA_024390865.1	34848158	GCF_024390865.1	34957328	
GCA_001213625.1	2059538	GCF_001213625.1	2244708	
GCA_902143545.1	12909728	GCF_902143545.1	13036158	
GCA_001213765.1	2059678	GCF_001213765.1	2245368	
GCA_003582025.1	7472458	GCF_003582025.1	7488448	
GCA_003582565.1	7473028	GCF_003582565.1	7487728	
GCA_001213065.1	2058978	GCF_001213065.1	2245008	
GCA_003582145.1	7472578	GCF_003582145.1	7488268	
GCA_001213905.1	2059818	GCF_001213905.1	2246888	
GCA_001213585.1	2059498	GCF_001213585.1	2245228	
GCA_001214565.1	2060478	GCF_001214565.1	2244188	
GCA_001216885.1	2062798	GCF_001216885.1	2243788	
GCA_001213025.1	2058938	GCF_001213025.1	2244588	
GCA_001214605.1	2060518	GCF_001214605.1	2246668	
GCA_001214665.1	2060578	GCF_001214665.1	2244208	
GCA_003582985.1	7473458	GCF_003582985.1	7489848	
GCA_020275155.1	29277758	GCF_020275155.1	29349608	
GCA_003582795.1	7473238	GCF_003582795.1	7489008	
GCA_001213325.1	2059238	GCF_001213325.1	2244668	
GCA_001215205.1	2061118	GCF_001215205.1	2245208	
GCA_024389885.1	34847128	GCF_024389885.1	34956088	
GCA_013140035.1	19667768	GCF_013140035.1	19684288	
GCA_013140055.1	19667788	GCF_013140055.1	19684448	
GCA_001215705.1	2061618	GCF_001215705.1	2245328	
GCA_001213125.1	2059038	GCF_001213125.1	2244608	
GCA_902143575.1	12909748	GCF_902143575.1	13035458	
GCA_902143585.1	12909768	GCF_902143585.1	13034438	
GCA_003580145.1	7470548	GCF_003580145.1	7487048	
GCA_001214985.1	2060898	GCF_001214985.1	2245108	
GCA_024391025.1	34848278	GCF_024391025.1	34959148	
GCA_013140095.1	19667848	GCF_013140095.1	19684608	
GCA_003581925.1	7472398	GCF_003581925.1	7489348	
GCA_013140115.1	19667868	GCF_013140115.1	19684308	
GCA_003582295.1	7472738	GCF_003582295.1	7489588	
GCA_003581735.1	7472178	GCF_003581735.1	7488808	
GCA_003582045.1	7472478	GCF_003582045.1	7488308	
GCA_003581825.1	7472268	GCF_003581825.1	7488668	
GCA_003582365.1	7472828	GCF_003582365.1	7487888	
GCA_003582055.1	7472518	GCF_003582055.1	7488468	
GCA_024390445.1	34847698	GCF_024390445.1	34956688	
GCA_024389625.1	34846858	GCF_024389625.1	34955908	
GCA_024390275.1	34847538	GCF_024390275.1	34955828	
